source,native,name,p_value,significant,description,term_size,query_size,intersection_size,effective_domain_size,precision,recall,query,parents,intersections,evidences
REAC,REAC:R-MMU-556833,Metabolism of lipids,4.431962530877493e-06,True,Metabolism of lipids,592,10,8,8514,0.8,0.013513513513513514,query_1,['REAC:R-MMU-1430728'],"['ENSMUSG00000031604', 'ENSMUSG00000023832', 'ENSMUSG00000041220', 'ENSMUSG00000025153', 'ENSMUSG00000026675', 'ENSMUSG00000021135', 'ENSMUSG00000058258', 'ENSMUSG00000021273']","[['REAC'], ['REAC'], ['REAC'], ['REAC'], ['REAC'], ['REAC'], ['REAC'], ['REAC']]"
GO:BP,GO:0008202,steroid metabolic process,5.637300749169882e-06,True,"""The chemical reactions and pathways involving steroids, compounds with a 1,2,cyclopentanoperhydrophenanthrene nucleus."" [ISBN:0198547684]",277,14,6,24936,0.42857142857142855,0.021660649819494584,query_1,['GO:0006629'],"['ENSMUSG00000021252', 'ENSMUSG00000031604', 'ENSMUSG00000024378', 'ENSMUSG00000026675', 'ENSMUSG00000058258', 'ENSMUSG00000021273']","[['IEA'], ['IEA'], ['IEA'], ['IDA', 'IEA'], ['IEA'], ['IEA']]"
GO:BP,GO:0008203,cholesterol metabolic process,6.153208640901873e-06,True,"""The chemical reactions and pathways involving cholesterol, cholest-5-en-3 beta-ol, the principal sterol of vertebrates and the precursor of many steroids, including bile acids and steroid hormones. It is a component of the plasma membrane lipid bilayer and of plasma lipoproteins and can be found in all animal tissues."" [ISBN:0198506732]",124,14,5,24936,0.35714285714285715,0.04032258064516129,query_1,"['GO:0016125', 'GO:1902652']","['ENSMUSG00000031604', 'ENSMUSG00000024378', 'ENSMUSG00000026675', 'ENSMUSG00000058258', 'ENSMUSG00000021273']","[['IEA'], ['IEA'], ['IDA'], ['IEA'], ['IEA']]"
GO:BP,GO:1902652,secondary alcohol metabolic process,8.11612797903004e-06,True,"""The chemical reactions and pathways involving secondary alcohol."" [GO_REF:0000068, GOC:mengo_curators, GOC:TermGenie, PMID:11288200]",131,14,5,24936,0.35714285714285715,0.03816793893129771,query_1,['GO:0006066'],"['ENSMUSG00000031604', 'ENSMUSG00000024378', 'ENSMUSG00000026675', 'ENSMUSG00000058258', 'ENSMUSG00000021273']","[['IEA'], ['IEA'], ['IDA'], ['IEA'], ['IEA']]"
GO:BP,GO:1902653,secondary alcohol biosynthetic process,1.7384915141316166e-05,True,"""The chemical reactions and pathways resulting in the formation of secondary alcohol."" [GO_REF:0000068, GOC:mengo_curators, GOC:TermGenie, PMID:11288200]",51,14,4,24936,0.2857142857142857,0.0784313725490196,query_1,"['GO:0046165', 'GO:1902652']","['ENSMUSG00000031604', 'ENSMUSG00000026675', 'ENSMUSG00000058258', 'ENSMUSG00000021273']","[['IEA'], ['IDA'], ['IEA'], ['IEA']]"
GO:BP,GO:0006695,cholesterol biosynthetic process,1.7384915141316166e-05,True,"""The chemical reactions and pathways resulting in the formation of cholesterol, cholest-5-en-3 beta-ol, the principal sterol of vertebrates and the precursor of many steroids, including bile acids and steroid hormones."" [GOC:ai]",51,14,4,24936,0.2857142857142857,0.0784313725490196,query_1,"['GO:0008203', 'GO:0016126', 'GO:1902653']","['ENSMUSG00000031604', 'ENSMUSG00000026675', 'ENSMUSG00000058258', 'ENSMUSG00000021273']","[['IEA'], ['IDA'], ['IEA'], ['IEA']]"
KEGG,KEGG:00100,Steroid biosynthesis,5.4640808933436456e-05,True,Steroid biosynthesis,20,11,3,10539,0.2727272727272727,0.15,query_1,['KEGG:00000'],"['ENSMUSG00000031604', 'ENSMUSG00000026675', 'ENSMUSG00000021273']","[['KEGG'], ['KEGG'], ['KEGG']]"
WP,WP:WP103,Cholesterol biosynthesis,6.367506890805414e-05,True,Cholesterol biosynthesis,15,9,3,4801,0.3333333333333333,0.2,query_1,['WP:000000'],"['ENSMUSG00000031604', 'ENSMUSG00000058258', 'ENSMUSG00000021273']","[['WP'], ['WP'], ['WP']]"
KEGG,KEGG:01100,Metabolic pathways,0.00012637389440391233,True,Metabolic pathways,1646,11,9,10539,0.8181818181818182,0.0054678007290400975,query_1,['KEGG:00000'],"['ENSMUSG00000031604', 'ENSMUSG00000075543', 'ENSMUSG00000023832', 'ENSMUSG00000017390', 'ENSMUSG00000041220', 'ENSMUSG00000025153', 'ENSMUSG00000026675', 'ENSMUSG00000058258', 'ENSMUSG00000021273']","[['KEGG'], ['KEGG'], ['KEGG'], ['KEGG'], ['KEGG'], ['KEGG'], ['KEGG'], ['KEGG'], ['KEGG']]"
GO:BP,GO:0006066,alcohol metabolic process,0.00040760264426766723,True,"""The chemical reactions and pathways involving alcohols, any of a class of compounds containing one or more hydroxyl groups attached to a saturated carbon atom."" [ISBN:0198506732]",287,14,5,24936,0.35714285714285715,0.017421602787456445,query_1,['GO:0044281'],"['ENSMUSG00000031604', 'ENSMUSG00000024378', 'ENSMUSG00000026675', 'ENSMUSG00000058258', 'ENSMUSG00000021273']","[['IEA'], ['IEA'], ['IDA'], ['IEA'], ['IEA']]"
GO:BP,GO:0046165,alcohol biosynthetic process,0.0004878209658031104,True,"""The chemical reactions and pathways resulting in the formation of alcohols, any of a class of compounds containing one or more hydroxyl groups attached to a saturated carbon atom."" [GOC:ai]",116,14,4,24936,0.2857142857142857,0.034482758620689655,query_1,"['GO:0006066', 'GO:0044283']","['ENSMUSG00000031604', 'ENSMUSG00000026675', 'ENSMUSG00000058258', 'ENSMUSG00000021273']","[['IEA'], ['IDA'], ['IEA'], ['IEA']]"
REAC,REAC:R-MMU-1430728,Metabolism,0.0010677281255536788,True,Metabolism,1740,10,9,8514,0.9,0.005172413793103448,query_1,['REAC:0000000'],"['ENSMUSG00000031604', 'ENSMUSG00000023832', 'ENSMUSG00000017390', 'ENSMUSG00000041220', 'ENSMUSG00000025153', 'ENSMUSG00000026675', 'ENSMUSG00000021135', 'ENSMUSG00000058258', 'ENSMUSG00000021273']","[['REAC'], ['REAC'], ['REAC'], ['REAC'], ['REAC'], ['REAC'], ['REAC'], ['REAC'], ['REAC']]"
KEGG,KEGG:01212,Fatty acid metabolism,0.0017698181843720988,True,Fatty acid metabolism,62,11,3,10539,0.2727272727272727,0.04838709677419355,query_1,['KEGG:00000'],"['ENSMUSG00000023832', 'ENSMUSG00000041220', 'ENSMUSG00000025153']","[['KEGG'], ['KEGG'], ['KEGG']]"
WP,WP:WP4351,Omega 9 fatty acid synthesis,0.00872717781496327,True,Omega 9 fatty acid synthesis,14,9,2,4801,0.2222222222222222,0.14285714285714285,query_1,['WP:000000'],"['ENSMUSG00000041220', 'ENSMUSG00000025153']","[['WP'], ['WP']]"
WP,WP:WP4491,Elongation of very long chain fatty acids,0.00872717781496327,True,Elongation of very long chain fatty acids,14,9,2,4801,0.2222222222222222,0.14285714285714285,query_1,['WP:000000'],"['ENSMUSG00000041220', 'ENSMUSG00000025153']","[['WP'], ['WP']]"
GO:BP,GO:0032787,monocarboxylic acid metabolic process,0.00980321542151601,True,"""The chemical reactions and pathways involving monocarboxylic acids, any organic acid containing one carboxyl (COOH) group or anion (COO-)."" [GOC:vk]",549,14,5,24936,0.35714285714285715,0.009107468123861567,query_1,['GO:0019752'],"['ENSMUSG00000023832', 'ENSMUSG00000017390', 'ENSMUSG00000041220', 'ENSMUSG00000025153', 'ENSMUSG00000024378']","[['IEA'], ['IEA'], ['IDA', 'ISS', 'IEA'], ['IDA', 'IEA'], ['IEA']]"
GO:CC,GO:0005737,cytoplasm,0.011012606717134676,True,"""The contents of a cell excluding the plasma membrane and nucleus, but including other subcellular structures."" [ISBN:0198547684]",10727,14,13,25413,0.9285714285714286,0.0012118952176750257,query_1,"['GO:0005622', 'GO:0110165']","['ENSMUSG00000021252', 'ENSMUSG00000031604', 'ENSMUSG00000075543', 'ENSMUSG00000023832', 'ENSMUSG00000017390', 'ENSMUSG00000041220', 'ENSMUSG00000025153', 'ENSMUSG00000024378', 'ENSMUSG00000026675', 'ENSMUSG00000031781', 'ENSMUSG00000022797', 'ENSMUSG00000058258', 'ENSMUSG00000021273']","[['IEA'], ['IEA'], ['IDA', 'ISM', 'IEA'], ['HDA', 'IEA'], ['HDA'], ['IDA', 'IEA'], ['IDA', 'HDA', 'ISO', 'IEA'], ['IEA'], ['IDA', 'IEA'], ['IDA', 'IEA'], ['IDA', 'ISO', 'IEA'], ['HDA', 'ISO', 'IEA'], ['ISS', 'IEA']]"
KEGG,KEGG:00900,Terpenoid backbone biosynthesis,0.014165094503173338,True,Terpenoid backbone biosynthesis,23,11,2,10539,0.18181818181818182,0.08695652173913043,query_1,['KEGG:00000'],"['ENSMUSG00000023832', 'ENSMUSG00000058258']","[['KEGG'], ['KEGG']]"
GO:CC,GO:0005789,endoplasmic reticulum membrane,0.021249795923370902,True,"""The lipid bilayer surrounding the endoplasmic reticulum."" [GOC:mah]",1104,14,5,25413,0.35714285714285715,0.004528985507246377,query_1,"['GO:0031090', 'GO:0042175', 'GO:0098827']","['ENSMUSG00000021252', 'ENSMUSG00000031604', 'ENSMUSG00000041220', 'ENSMUSG00000026675', 'ENSMUSG00000021273']","[['IEA'], ['IEA'], ['IDA', 'IEA'], ['IDA', 'IEA'], ['ISS', 'IEA']]"
GO:CC,GO:0098827,endoplasmic reticulum subcompartment,0.021612013031998598,True,"""A distinct region of the endoplasmic reticulum."" [GOC:dos]",1108,14,5,25413,0.35714285714285715,0.004512635379061372,query_1,"['GO:0005783', 'GO:0031984']","['ENSMUSG00000021252', 'ENSMUSG00000031604', 'ENSMUSG00000041220', 'ENSMUSG00000026675', 'ENSMUSG00000021273']","[['IEA'], ['IEA'], ['IDA', 'IEA'], ['IDA', 'IEA'], ['ISS', 'IEA']]"
GO:CC,GO:0042175,nuclear outer membrane-endoplasmic reticulum membrane network,0.023012837043407203,True,"""The continuous network of membranes encompassing the nuclear outer membrane and the endoplasmic reticulum membrane."" [GOC:bf, GOC:jl, GOC:mah, GOC:mcc, GOC:pr, GOC:vw]",1123,14,5,25413,0.35714285714285715,0.004452359750667854,query_1,"['GO:0012505', 'GO:0016020']","['ENSMUSG00000021252', 'ENSMUSG00000031604', 'ENSMUSG00000041220', 'ENSMUSG00000026675', 'ENSMUSG00000021273']","[['IEA'], ['IEA'], ['IDA', 'IEA'], ['IDA', 'IEA'], ['ISS', 'IEA']]"
GO:MF,GO:0016829,lyase activity,0.03759342694771003,True,"""Catalysis of the cleavage of C-C, C-O, C-N and other bonds by other means than by hydrolysis or oxidation, or conversely adding a group to a double bond. They differ from other enzymes in that two substrates are involved in one reaction direction, but only one in the other direction. When acting on the single substrate, a molecule is eliminated and this generates either a new double bond or a new ring."" [EC:4.-.-.-]",197,14,3,23512,0.21428571428571427,0.015228426395939087,query_1,['GO:0003824'],"['ENSMUSG00000075543', 'ENSMUSG00000017390', 'ENSMUSG00000025153']","[['IDA', 'IEA'], ['IDA', 'ISS', 'NAS', 'IEA'], ['IEA']]"
GO:BP,GO:0019752,carboxylic acid metabolic process,0.0496797013226245,True,"""The chemical reactions and pathways involving carboxylic acids, any organic acid containing one or more carboxyl (COOH) groups or anions (COO-)."" [ISBN:0198506732]",769,14,5,24936,0.35714285714285715,0.006501950585175552,query_1,['GO:0043436'],"['ENSMUSG00000023832', 'ENSMUSG00000017390', 'ENSMUSG00000041220', 'ENSMUSG00000025153', 'ENSMUSG00000024378']","[['IEA'], ['IEA'], ['IDA', 'ISS', 'IEA'], ['IDA', 'IEA'], ['IEA']]"
HP,HP:0003563,Decreased LDL cholesterol concentration,0.04976109053552752,True,An decreased concentration of low-density lipoprotein cholesterol in the blood.,13,5,2,5328,0.4,0.15384615384615385,query_1,"['HP:0010981', 'HP:0031886']","['ENSMUSG00000031604', 'ENSMUSG00000021273']","[['HP'], ['HP']]"
